URL: /documentation
Timestamp: Fri Mar 15 2024 18:24:46 GMT-0700 (Pacific Daylight Time)
::ffff:127.0.0.1 - - [24/Apr/2024:01:28:11 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:28:20 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:28:56 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:29:26 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:30:06 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:30:09 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:30:11 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:30:23 +0000] "GET /movies HTTP/1.1" 200 449 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:30:29 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:30:33 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [24/Apr/2024:01:30:40 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 - "-" "PostmanRuntime/7.37.0"
::ffff:127.0.0.1 - - [24/Apr/2024:01:31:24 +0000] "GET /directors/Peter%20Jackson HTTP/1.1" 200 65 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
